code,token,surprisal,mean_rt
21725,War,1.39681,255.07526315789474
21727,reports,12.2238,309.05
21728,persisted,18.2656,320.01157894736843
21729,that,7.60285,312.47315789473686
21730,the,3.74836,272.76157894736843
21732,powers,15.6365,280.4421052631579
21733,had,9.15054,276.8421052631579
21734,used,12.4552,298.0957894736842
21735,gas,14.3251,311.59315789473686
21736,Germany,15.4718,399.1621052631579
21737,in,6.80799,308.94
21739,Japan,12.9167,341.9521052631579
21740,in,6.85621,277.7284210526316
21741,China,9.53793,309.6531578947368
21743,They,6.88914,331.3331578947368
21744,were,4.75055,289.2884210526316
21745,always,13.7883,315.0131578947368
21748,people,10.8873,342.15000000000003
21749,in,4.62898,260.70052631578943
21750,America,10.1234,295.8757894736842
21751,were,10.1086,271.6257894736842
21752,warning,14.2232,292.31894736842105
21753,the,7.1956,272.84473684210525
21754,Pentagon,9.76507,307.0184210526316
21755,to,5.81508,292.4142105263158
21756,be,5.59389,291.88105263157894
21757,prepared,10.2604,319.28789473684213
21758,against,11.6438,286.0105263157895
21760,gas,13.9394,412.03473684210525
21761,attacks,14.8984,406.6794736842105
21762,by,3.48424,302.67473684210523
21763,the,2.00773,285.3178947368421
21764,Germans,14.2354,303.73315789473685
21765,in,6.71372,263.60421052631574
21766,future,10.147,305.64473684210526
21768,Some,7.04808,283.95105263157893
21770,went,12.2238,310.5026315789474
21771,so,7.15278,276.9594736842105
21772,far,1.42276,268.31894736842105
21773,as,1.68939,271.89473684210526
21774,to,1.78198,248.65263157894734
21775,urge,12.6754,247.3436842105263
21776,our,5.93287,251.23631578947368
21777,using,12.5874,274.77684210526314
21778,it,5.65577,292.0989473684211
21780,To,8.20773,265.1436842105263
21781,silence,17.9947,268.8726315789474
21783,to,6.14296,366.8257894736842
21784,warn,14.5059,302.7473684210526
21785,the,7.37889,285.9163157894737
21787,President,11.4327,344.80052631578945
21788,Roosevelt,9.21542,320.46578947368425
21789,issued,12.6915,287.6242105263158
21790,this,9.90971,281.48263157894735
21791,statement,13.8644,310.30157894736845
21792,for,6.85787,263.0036842105263
21793,the,2.94963,268.0026315789474
21795,in,7.31256,267.1694736842105
21798,time,13.3206,330.8178947368421
21799,to,3.54992,261.3378947368421
21800,time,6.48886,271.51105263157893
21801,since,8.9584,276.2052631578947
21802,the,2.07811,275.5536842105263
21803,present,11.1835,334.1457894736842
21804,war,13.6202,295.5142105263158
21805,began,12.0781,391.8236842105263
21806,there,11.3038,307.4878947368421
21807,have,5.31523,363.0857894736842
21808,been,0.548878,262.24368421052634
21809,reports,12.5108,287.44052631578944
21810,that,3.09931,271.76105263157893
21811,one,9.02796,291.7363157894737
21812,or,6.41203,274.64631578947365
21813,more,1.23602,292.96526315789475
21814,of,4.38519,253.26052631578946
21815,the,3.68939,256.09999999999997
21817,powers,15.709,316.17473684210523
21818,were,9.18163,283.44947368421055
21819,seriously,14.9598,271.288947368421
21820,contemplating,16.9162,359.3478947368421
21821,use,12.0391,323.3615789473684
21822,of,2.58423,292.1878947368421
21824,gas,14.0792,294.9736842105263
21825,or,6.4302,267.49894736842106
21827,gases,16.747,339.4321052631579
21828,or,8.76055,305.211052631579
21829,other,6.13374,311.82
21831,devices,11.7057,385.7442105263158
21832,of,7.17983,319.3752631578947
21834,I,7.67562,280.13157894736844
21835,have,4.36389,282.4178947368421
21836,been,5.42326,279.09736842105264
21837,loath,16.3833,257.54315789473685
21838,to,0.408925,324.7163157894737
21839,believe,10.4452,363.8573684210526
21840,that,1.62304,315.9189473684211
21841,any,9.03936,249.67210526315793
21843,even,12.3627,268.6021052631579
21844,our,10.8057,280.46210526315787
21845,present,14.429,308.1668421052632
21847,could,10.3059,357.83473684210526
21848,or,9.64562,271.84736842105264
21849,would,12.5247,248.2947368421053
21850,be,2.66069,250.99578947368423
21851,willing,6.01643,269.5221052631579
21852,to,0.458103,265.23894736842107
21853,loose,16.1299,247.01105263157896
21854,upon,13.639,330.3468421052632
21855,mankind,17.388,366.2115789473684
21856,such,10.1266,366.13473684210527
21857,terrible,16.231,334.7536842105263
21858,and,6.42365,309.03473684210525
21862,evidence,13.0398,407.4921052631579
21863,that,2.1641,288.18684210526317
21864,the,2.1459,285.4242105263158
21866,powers,15.6365,285.89
21867,are,8.51818,276.3715789473684
21868,making,8.91646,272.4973684210526
21869,significant,13.3198,319.70684210526315
21871,indicative,17.1324,363.56
21872,of,2.96339,351.83736842105264
21873,such,8.57074,304.6178947368421
21874,an,5.05852,308.7031578947368
21875,intention,16.665,341.1336842105263
21876,is,5.28532,317.24368421052634
21877,being,6.58925,280.7284210526316
21878,reported,10.6846,296.83000000000004
21879,with,9.15869,298.5242105263158
21880,increasing,10.306,339.3873684210526
21881,frequency,2.42276,320.1352631578947
21882,from,8.26276,321.08894736842103
21883,a,4.16213,290.7705263157895
21884,variety,10.339,269.46473684210525
21885,of,0.1613,282.0236842105263
21888,of,5.68218,336.0142105263158
21889,such,8.54903,261.41315789473686
21890,weapons,15.0343,268.38105263157894
21891,has,8.76891,289.2515789473684
21892,been,3.10888,275.2521052631579
21893,outlawed,17.6358,306.19052631578944
21894,by,8.00244,270.2778947368421
21895,the,2.89443,277.0705263157895
21896,general,9.06747,249.4768421052632
21897,opinion,14.2034,278.2052631578947
21898,of,4.82304,309.70526315789476
21901,This,7.11691,310.0673684210526
21902,country,13.9253,312.4305263157895
21903,has,7.32405,351.60263157894735
21904,not,7.24255,314.07526315789477
21905,used,12.5071,300.6136842105263
21907,and,5.48786,270.788947368421
21908,I,9.31418,245.3173684210526
21909,hope,8.04082,220.7078947368421
21910,that,3.23123,244.99263157894734
21911,we,7.0471,244.5378947368421
21912,never,11.0187,254.47052631578944
21913,will,8.73066,274.071052631579
21914,be,2.52296,251.6794736842105
21915,compelled,13.4885,239.28052631578947
21916,to,0.667089,274.4715789473684
21917,use,8.25641,247.3142105263158
21919,I,7.67562,268.2184210526316
21920,state,12.8875,281.9078947368421
21922,that,7.50105,470.4957894736842
21923,we,7.34163,336.3726315789474
21924,shall,16.1018,294.6421052631579
21925,under,10.668,262.5284210526316
21926,no,10.8368,292.77947368421053
21927,circumstances,11.1308,284.2552631578948
21928,resort,15.2122,307.8894736842105
21929,to,4.78152,303.95
21930,the,4.48029,250.49947368421053
21931,use,9.92527,296.21684210526314
21932,of,0.95131,236.73
21933,such,8.67786,251.58473684210526
21934,weapons,15.0343,245.36631578947367
21935,unless,13.1992,237.05368421052634
21936,they,2.9093,261.1668421052632
21937,are,2.85625,244.11263157894737
21938,first,12.4693,273.37157894736845
21939,used,10.7772,244.23736842105265
21940,by,3.50128,254.2521052631579
21941,our,10.3406,238.77947368421056
21943,The,2.68215,264.0957894736842
21944,following,8.17004,326.34
21945,month,10.8554,278.3321052631579
21946,the,6.92034,340.41315789473686
21947,invasion,16.5623,289.55947368421056
21948,of,2.96339,241.17263157894735
21949,Italy,11.6243,266.98526315789474
21950,was,8.75212,270.1273684210526
21952,and,5.87255,316.9694736842105
21953,Roosevelt,17.1354,324.3594736842105
21954,gave,12.7624,291.641052631579
21955,effect,13.6605,348.07631578947365
21956,to,7.39646,310.13684210526316
21957,his,7.89396,268.8726315789474
21958,warning,14.2365,287.4636842105263
21959,by,6.96339,294.3636842105263
21961,to,6.40804,376.71526315789475
21962,the,3.06681,273.1831578947369
21964,of,3.40977,337.3073684210526
21965,poison,13.5381,297.8389473684211
21966,gas,15.2505,263.7484210526316
21967,in,7.29138,283.3278947368421
21968,southern,11.5826,317.071052631579
21971,was,9.13165,287.39421052631576
21972,chosen,16.0165,270.0257894736842
21973,as,8.59204,266.44105263157894
21974,a,3.23962,254.01473684210524
21976,not,13.1526,300.4094736842105
21977,only,4.60175,291.0305263157895
21978,for,5.01152,260.46789473684214
21979,its,6.01337,246.0926315789474
21982,but,11.1549,284.4868421052632
21983,because,11.609,249.17105263157896
21984,of,1.79634,245.06000000000003
21985,its,4.95379,290.7678947368421
21987,to,6.14167,259.0136842105263
21989,Any,11.5225,248.48789473684212
21991,gas,13.8147,382.46263157894737
21992,attack,14.2649,302.34526315789475
21993,would,9.45389,268.68
21994,be,2.66069,256.5457894736842
21996,It,5.65274,287.32789473684215
21997,would,5.41842,277.67315789473685
21998,be,1.84905,271.14526315789476
21999,made,6.90591,264.46210526315787
22000,in,5.42277,245.46526315789475
22001,three,10.0818,249.48736842105265
22002,waves,16.913,324.79894736842107
22003,the,4.27194,290.96421052631575
22004,first,7.19095,275.27684210526314
22005,to,5.7055,296.38894736842104
22006,lay,14.2913,290.9578947368421
22007,down,5.96339,258.83684210526314
22008,a,5.53875,262.28684210526313
22010,the,6.61661,390.6278947368421
22011,second,9.49851,252.35894736842104
22012,to,6.4639,271.7094736842105
22013,drop,10.1113,251.42263157894735
22014,the,2.18481,268.3673684210526
22015,gas,11.204,240.64105263157896
22017,the,6.52863,468.46526315789475
22018,third,9.62217,635.8905263157894
22019,to,7.25726,249.0273684210526
22022,which,16.0936,399.5563157894737
22023,would,8.43196,333.321052631579
22024,burn,18.5764,341.7136842105263
22025,everything,13.2463,303.07421052631577
22027,So,8.01712,270.2294736842105
22028,the,3.23006,269.18105263157895
22030,cargo,14.781,292.64473684210526
22031,went,12.299,268.7026315789474
22032,into,4.19014,275.81
22033,the,2.56973,266.72315789473686
22034,hole,15.102,231.29947368421054
22035,of,7.11948,260.33473684210526
22036,the,3.44768,228.9721052631579
22037,John,13.4947,257.18631578947367
22039,A,5.74117,288.59315789473686
22041,of,5.85588,285.1247368421053
22042,six,9.91089,256.2526315789474
22043,men,13.7488,275.01157894736843
22044,from,8.38965,238.4326315789474
22045,the,2.66554,243.8878947368421
22047,Chemical,13.8801,416.3668421052632
22049,Company,15.5201,335.9315789473684
22050,under,10.2828,271.0463157894737
22051,First,13.9737,267.05
22052,Lt.,18.1145,306.54894736842107
22053,Howard,13.1034,408.88473684210527
22054,D.,14.1659,293.9278947368421
22056,went,13.1339,322.1952631578947
22058,followed,13.8147,348.10526315789474
22059,by,2.55926,272.82947368421054
22060,Lt.,17.7017,248.74894736842109
22061,Thomas,11.5225,281.9778947368421
22062,H.,5.16726,300.7036842105263
22064,the,7.14316,313.7442105263158
22066,Security,15.5856,630.328947368421
22069,was,9.13165,325.53
22071,Only,9.80304,272.5436842105263
22072,a,2.8189,251.09157894736842
22073,few,2.36635,241.35210526315788
22074,other,7.62244,227.01684210526315
22075,people,7.5922,241.4547368421053
22076,very,11.0924,272.0421052631579
22077,important,5.89751,275.20684210526315
22078,people,7.47713,289.5757894736842
22079,knew,15.1588,288.64578947368426
22080,of,6.54835,246.29052631578944
22081,the,3.44768,245.81842105263158
22083,eggs,14.5176,496.8778947368421
22085,below,13.8147,323.3236842105263
22087,No,9.0991,257.2947368421053
22088,one,2.25348,287.42368421052635
22089,else,10.3823,250.9763157894737
22090,must,12.2376,258.6431578947369
22093,in,5.79104,291.0410526315789
22094,the,3.40355,275.928947368421
22096,way,13.2708,506.89473684210526
22097,in,6.00062,325.2657894736842
22098,the,3.62131,282.00842105263155
22099,way,8.63595,264.94
22100,of,1.13559,281.4284210526316
22101,the,3.51755,247.5963157894737
22102,right,9.07387,255.55842105263156
22103,hand,10.0714,312.89947368421053
22104,that,6.11594,304.1657894736842
22105,knows,12.8752,298.14526315789476
22106,and,6.66926,297.17526315789473
22107,the,4.5622,274.32842105263154
22108,left,14.1511,276.35842105263157
22109,that,7.8786,272.62684210526317
22110,does,8.66126,273.3826315789473
22111,not,4.62823,310.2210526315789
22112,was,7.18841,371.4094736842105
22113,the,4.87762,313.0963157894737
22114,stage,13.6356,271.5473684210526
22115,set,7.42806,275.53
22116,for,4.95354,259.17157894736846
22117,tragedy,16.6853,290.52315789473687
22118,at,8.38977,278.6336842105263
23000,Franklin,15.5374,409.20043478260874
23001,D.,14.0624,352.2678260869565
23002,Lee,14.1856,261.55
23003,proved,14.5065,340.6069565217391
23004,a,3.31094,392.2830434782609
23005,man,10.1141,320.4269565217391
23006,of,8.87995,268.7213043478261
23007,prompt,15.9757,252.3404347826087
23008,action,12.5269,293.045652173913
23009,when,10.5934,247.75434782608698
23010,Mrs.,11.5408,269.3178260869565
23013,accompanied,15.7422,411.61652173913046
23014,by,0.548871,294.6173913043478
23015,a,1.76977,266.47565217391303
23017,visited,14.817,299.13565217391306
23018,him,11.3206,245.73956521739132
23019,in,4.92908,263.7034782608696
23022,several,13.3206,399.0960869565217
23023,months,4.95375,309.1291304347826
23024,ago,3.39681,259.9995652173913
23025,as,7.44916,238.76000000000002
23026,a,3.23962,250.37304347826085
23027,prospective,16.1128,342.6586956521739
23030,Lee,14.2223,277.26652173913044
23031,asked,12.9846,280.7004347826087
23032,her,11.7545,342.2121739130435
23033,to,6.37471,283.52086956521737
23034,lie,13.4934,399.64521739130436
23035,down,4.06532,337.26565217391305
23036,on,5.68287,270.1121739130435
23037,a,4.17188,265.32565217391306
23038,bed,14.1361,231.44565217391303
23039,and,5.28532,245.0465217391304
23040,remove,15.5186,248.874347826087
23041,her,11.352,226.96565217391304
23044,by,5.90879,238.18869565217392
23045,squeezing,17.8491,285.75304347826085
23046,her,11.2104,264.36
23047,foot,8.80871,259.93304347826086
23048,three,11.2602,285.89478260869566
23050,he,11.7415,249.75434782608698
23051,came,12.229,239.9004347826087
23052,up,5.02742,242.935652173913
23054,with,7.50976,328.3191304347826
23055,a,3.61967,258.7578260869565
23056,different,10.0144,271.6121739130435
23057,diagnosis,16.6837,317.36652173913046
23058,with,8.38623,299.0626086956522
23059,each,8.72833,339.10086956521735
23061,She,8.86122,297.3230434782609
23062,had,8.43609,266.98304347826087
23063,he,7.58365,292.6991304347826
23064,informed,15.1666,414.82565217391306
23065,her,11.138,317.99826086956523
23066,kidney,16.6083,355.805652173913
23070,and,5.61427,362.32565217391306
23071,a,6.45145,273.6926086956522
23072,severe,10.4328,278.5282608695652
23073,female,15.513,313.38695652173914
23076,explained,15.0257,314.82217391304346
23077,that,2.75455,274.7073913043478
23078,he,5.49292,271.89434782608697
23079,could,5.39383,267.56217391304347
23081,these,13.2966,326.06739130434784
23083,from,7.75374,295.1760869565218
23084,squeezing,18.1642,268.10347826086957
23085,her,11.2104,274.33478260869566
23086,foot,8.80871,277.99652173913046
23087,because,6.28532,283.9860869565218
23088,all,11.969,255.2908695652174
23089,of,4.0087,263.96565217391304
23090,the,2.24839,238.21304347826086
23091,nervous,15.2702,399.2778260869565
23092,system,11.8382,256.90956521739133
23093,was,6.19602,348.49434782608694
23094,connected,13.5624,378.25521739130437
23095,to,2.18479,281.94
23097,He,5.6328,284.79434782608695
23098,knew,11.4407,302.3560869565218
23099,just,10.9952,274.46434782608696
23100,the,5.24268,321.3673913043478
23101,thing,12.3438,301.32608695652175
23102,for,6.81255,246.6291304347826
23103,her,9.63995,256.61391304347825
23104,a,4.65418,262.7408695652174
23105,treatment,15.6976,284.9813043478261
23106,from,7.77074,295.254347826087
23107,his,6.11532,276.1752173913044
23109,light,12.3068,350.2121739130435
23110,ozone,15.2571,344.03478260869565
23113,As,6.95063,277.5308695652174
23114,he,7.7322,273.77434782608697
23115,applied,15.2401,302.3691304347826
23116,the,8.1362,282.6882608695652
23118,extending,15.7234,400.6347826086957
23119,from,8.73329,416.4069565217392
23120,the,2.66554,306.5839130434783
23121,machine,11.575,330.86434782608694
23122,which,5.64389,340.22739130434786
23123,consisted,16.8292,403.86652173913046
23124,of,0.667089,310.17391304347825
23125,seven,13.4501,309.1656521739131
23126,differently,16.0871,287.49434782608694
23127,colored,17.921,354.00304347826085
23131,on,8.28872,414.55391304347825
23132,a,4.63228,298.01260869565215
23134,base,14.3067,346.2813043478261
23135,to,5.76756,319.9247826086957
23136,the,3.83704,337.8973913043478
23137,supposedly,17.3632,353.77652173913043
23139,portions,16.2011,372.494347826087
23140,of,0.506719,309.23478260869564
23141,Mrs.,15.8165,263.46608695652174
23144,Lee,14.5766,288.6704347826087
23145,kept,13.9567,270.4030434782609
23146,up,4.44845,275.6
23147,a,5.45086,254.33739130434785
23148,steady,11.9892,253.3913043478261
23149,stream,2.74469,291.64260869565214
23150,of,1.68939,271.51652173913044
23154,the,5.35522,255.44826086956525
23155,ozone,14.0841,266.92391304347825
23156,from,9.00264,283.69695652173914
23157,his,6.11532,286.5404347826087
23158,machine,10.0762,297.73739130434785
23159,would,8.35571,334.5291304347826
23160,cure,17.5958,320.95913043478265
23161,practically,16.1185,288.96956521739133
23163,he,11.7415,301.77565217391304
23164,assured,16.1208,259.03043478260867
23166,Did,13.1034,283.8608695652174
23167,she,12.3526,257.1291304347826
23169,he,11.855,309.8395652173913
23171,why,13.0246,297.5421739130435
23172,the,2.78021,264.4269565217391
23173,colors,16.84,277.3904347826087
23174,of,4.77074,277.34478260869565
23175,the,3.44768,260.60391304347826
23177,were,8.8374,253.97782608695653
23178,important,13.2954,326.204347826087
23179,to,3.57311,248.41347826086957
23182,The,2.68215,253.40434782608696
23183,human,14.5389,319.7321739130435
23184,body,7.96339,275.90521739130435
23185,he,7.58365,299.62652173913045
23186,pointed,12.3116,273.2452173913044
23188,for,6.89114,246.86608695652174
23189,example,11.9095,279.34391304347827
23190,required,13.8873,283.574347826087
23191,33,14.6923,272.1630434782609
23192,units,12.8943,300.7582608695652
23193,of,3.39282,264.40478260869565
23194,blue,14.9128,241.64478260869564
23196,For,6.51944,246.1217391304348
23197,that,9.18764,245.90173913043478
23199,he,11.8232,281.24260869565217
23200,informed,15.0841,262.53695652173917
23202,the,6.52863,241.30478260869566
23203,Lord,16.6525,254.65304347826088
23204,made,11.1679,261.71608695652174
23205,the,4.21242,274.56
23206,sky,15.0201,288.7991304347826
23208,Continuing,20.2982,273.81434782608693
23210,in,5.9754,420.62
23211,this,8.9424,312.7739130434783
23213,he,11.651,263.95521739130436
23215,to,5.32966,253.8213043478261
23216,comfort,16.731,254.49869565217392
23219,you,14.1723,250.44782608695652
23221,This,7.11691,271.8652173913043
23222,machine,13.5933,278.67304347826087
23223,will,6.65028,276.1852173913044
23224,cure,17.6395,268.1521739130435
23225,your,12.2434,242.49652173913043
23229,Mrs.,10.7863,365.2460869565217
23231,practically,16.079,354.3478260869565
23235,tell,14.4629,279.90478260869565
23236,me,7.89413,239.16217391304346
23237,I,11.7187,241.4978260869565
23238,had,6.34918,227.4808695652174
23241,have,8.28852,258.56608695652176
23243,all,10.5032,285.67739130434785
23245,But,4.58894,245.93
23246,as,6.19867,257.06695652173914
23247,long,7.38338,273.39043478260874
23248,as,0.105505,265.5913043478261
23249,you,5.33989,267.53521739130434
23250,can,4.43227,230.06869565217391
23251,have,7.43421,254.66260869565215
23252,treatment,14.7726,248.5113043478261
23253,from,7.77074,284.8047826086957
23254,my,10.9557,256.58608695652174
23255,machine,13.1419,245.3182608695652
23256,you,11.7528,263.175652173913
23257,have,4.83519,251.56869565217391
23258,nothing,13.7336,249.46565217391304
23259,to,3.1947,255.16347826086957
23260,worry,11.2471,239.83652173913043
23263,I,13.3611,275.11652173913046
23264,once,12.937,270.1908695652174
23265,used,7.49637,272.31739130434784
23266,this,9.95774,275.7213043478261
23267,machine,10.5967,246.12869565217392
23268,to,4.57711,260.9665217391304
23269,cure,12.547,265.1304347826087
23270,a,7.91134,324.23869565217393
23271,woman,9.68405,370.38304347826084
23272,with,6.48578,249.0369565217391
23273,97,16.0521,254.9421739130435
23274,pounds,14.8705,327.8704347826087
23275,of,4.57989,268.4917391304348
23276,cancer,10.4054,268.11652173913046
23277,in,5.39986,298.5878260869565
23278,her,9.18687,258.74434782608694
23280,He,5.6328,270.0065217391304
23281,urged,11.4407,263.4621739130435
23282,her,11.382,280.05391304347825
23283,to,6.37471,250.2108695652174
23284,buy,6.8628,262.1469565217391
23285,one,8.34758,310.9382608695652
23286,of,3.00773,231.84173913043477
23287,his,4.7405,234.6108695652174
23288,machines,12.6931,251.88434782608695
23289,for,6.40693,254.3921739130435
23291,When,7.73621,319.18434782608693
23292,she,9.66075,265.04
23293,said,5.86836,266.28739130434786
23294,that,4.13687,256.0573913043478
23295,she,8.79695,258.5930434782609
23297,have,8.7866,264.4895652173913
23298,the,6.23824,237.32217391304349
23300,he,11.7935,273.7321739130435
23301,said,7.01479,244.9421739130435
23302,that,4.31097,245.53173913043477
23303,she,8.79695,242.2808695652174
23304,could,5.98666,243.46434782608696
23305,come,9.21696,245.79086956521738
23306,in,3.55595,238.25652173913042
23307,for,10.9894,260.00565217391306
23308,treatment,12.8633,244.1908695652174
23309,with,8.61845,257.8813043478261
23310,his,6.26318,261.46956521739133
23311,office,7.69309,250.32304347826087
23312,model,14.3774,253.78347826086954
23313,until,11.1783,271.41
23314,she,9.96901,348.13
23315,was,4.08842,277.9508695652174
23316,ready,11.9738,247.53304347826088
23317,to,1.22758,236.40521739130435
23318,buy,6.82096,245.00782608695653
23320,He,5.6328,284.09043478260867
23321,then,9.04607,301.9165217391304
23322,sold,8.30781,274.80347826086955
23323,her,11.7619,268.0404347826087
23324,minerals,16.2578,250.16434782608695
23325,to,6.88506,324.48391304347825
23326,cure,12.156,286.8013043478261
23327,her,11.5517,256.24826086956523
23328,kidney,15.811,277.23347826086956
23330,a,7.4168,287.5739130434782
23331,can,10.9239,263.16347826086957
23332,of,7.55054,333.7547826086956
23335,make,14.4836,294.0513043478261
23336,her,8.80099,314.50304347826085
23337,look,12.8006,243.4491304347826
23338,like,4.5244,279.63565217391306
23339,a,3.59269,260.5730434782609
23340,girl,15.9047,247.44260869565218
23342,and,5.48786,301.4452173913043
23343,an,7.28809,259.6282608695652
23344,application,10.8285,360.36
23345,of,4.06532,271.96434782608696
23346,plain,15.7954,271.23521739130433
23347,mud,17.3719,340.7695652173913
23348,to,3.96339,355.4713043478261
23349,take,6.96535,248.1791304347826
23350,her,8.68394,297.57130434782607
23353,Lee,14.6762,283.59521739130435
23354,renewed,14.5065,357.71478260869566
23355,his,9.7598,310.81782608695653
23356,pressure,13.2291,319.07478260869567
23357,on,2.07074,278.9686956521739
23358,Mrs.,14.1043,295.1530434782609
23360,to,6.60467,270.7191304347826
23361,buy,6.96698,250.27347826086955
23362,his,10.2646,274.2691304347826
23363,machine,9.93691,310.4113043478261
23364,when,10.4147,299.1852173913044
23365,she,6.18249,244.83869565217393
23366,visited,15.7526,252.72782608695653
23367,him,11.3206,239.3630434782609
23368,the,5.08921,235.65521739130435
23369,next,9.02849,245.36260869565217
23371,After,8.01712,242.24565217391302
23372,another,9.17773,232.51391304347825
23373,treatment,13.4654,255.7326086956522
23374,with,8.61845,264.8473913043478
23375,the,3.04449,265.05391304347825
23377,he,11.9044,249.03565217391304
23378,told,8.45041,224.24565217391302
23379,her,5.62101,229.60608695652172
23380,that,7.6907,228.3586956521739
23382,entire,15.7531,271.47869565217394
23383,body,14.7194,291.9717391304348
23384,was,8.47902,244.48956521739132
23385,shot,10.9958,240.08999999999997
23386,through,10.6585,255.7582608695652
23387,with,8.91104,301.0795652173913
23388,tumors,17.8139,307.72956521739127
23389,and,6.6347,305.8978260869565
23391,He,5.6328,253.51565217391308
23392,then,9.04607,287.04347826086956
23393,sold,8.30781,280.49478260869563
23394,her,11.7619,237.65652173913045
23395,some,10.1178,267.36391304347825
23397,that,5.28075,312.55652173913046
23398,he,4.74284,256.3334782608696
23399,asserted,12.9178,276.1478260869565
23400,would,9.76295,333.02956521739134
23401,take,7.30203,291.9804347826087
23402,care,6.75944,247.85913043478263
23403,of,1.71874,239.51565217391303
23404,the,3.00773,224.56521739130434
23405,tumors,18.2445,259.6213043478261
23406,and,6.6347,268.4204347826087
23408,until,13.182,247.04347826086956
23409,she,9.96901,257.3595652173913
23410,could,5.86836,240.88304347826087
23411,collect,16.7815,257.824347826087
23412,the,7.22213,250.6178260869565
23413,money,9.29445,238.45521739130436
23414,for,5.13142,227.7986956521739
23415,buying,14.5435,240.69739130434783
23416,his,10.0991,240.94
23418,When,7.73621,253.1321739130435
23419,she,9.66075,254.29347826086956
23420,submitted,15.2665,251.92565217391305
23421,to,3.78909,285.4217391304348
23422,his,8.16522,262.6495652173913
23423,treatment,13.8682,253.92608695652174
23424,with,8.61845,269.3478260869565
23425,the,3.04449,251.69608695652175
23427,Mrs.,15.683,286.2213043478261
23429,felt,13.5913,239.54434782608698
23430,intense,15.378,274.8052173913044
23435,Mrs.,16.2061,271.47521739130434
23437,hurried,17.54,246.32782608695652
23438,over,9.79886,274.38608695652175
23439,to,6.21065,233.66130434782607
23440,her,10.6658,248.9930434782609
23441,family,7.94752,268.0086956521739
23443,who,9.34089,267.33086956521737
23444,treated,16.7245,269.6104347826087
23445,her,11.241,253.0086956521739
23446,for,10.5141,266.45130434782607
23447,burned,16.1524,265.0426086956522
23449,For,6.51944,280.79391304347826
23450,several,7.43198,305.79304347826087
23452,she,12.9535,267.5886956521739
23453,was,4.08842,298.74
23454,ill,16.0394,279.3104347826087
23455,as,8.27699,252.9517391304348
23456,a,3.23962,250.49695652173915
23457,result,3.29311,257.5817391304348
23458,of,0.303958,239.13478260869567
23461,Mrs.,10.7863,269.42521739130433
23463,never,15.9277,294.36782608695654
23464,got,12.4011,332.4439130434783
23465,around,11.7533,229.79130434782607
23466,to,6.51884,263.014347826087
23467,joining,14.2291,235.15826086956523
23468,the,2.70835,261.9626086956522
23469,thousand,16.3932,279.33
23470,or,8.96538,276.51173913043476
23471,so,5.94545,275.4291304347826
23472,people,11.4406,250.35739130434783
23473,who,4.16905,264.95608695652174
23474,paid,12.287,266.09
23475,Lee,14.5959,291.1195652173913
23476,some,10.2629,253.83695652173913
23478,for,5.28075,513.7147826086957
23479,his,6.80621,297.2073913043478
23480,ozone,15.553,310.58478260869566
23482,For,6.51944,275.71434782608696
23483,Mrs.,15.0783,307.3182608695652
23485,who,5.87255,339.7991304347826
23486,had,4.98518,276.12217391304347
23487,been,3.15332,260.21304347826083
23488,given,8.58041,263.2034782608696
23489,a,1.98178,282.31260869565216
23490,clean,15.6034,249.03391304347824
23491,bill,12.0116,260.5195652173913
23492,of,8.12833,269.78
23493,health,10.7096,283.19608695652175
23494,by,8.63977,255.88782608695652
23495,her,12.1023,236.28434782608696
23496,own,6.73554,232.37652173913042
23497,physician,15.4352,274.4956521739131
23498,at,8.24212,261.34956521739133
23499,the,2.50944,263.76652173913044
23500,time,4.85975,245.1986956521739
23501,she,10.0891,244.03782608695653
23502,visited,15.5766,246.95565217391302
23503,Lee,14.2693,257.03826086956525
23504,and,3.88588,328.68
23505,her,9.67992,246.59608695652173
23506,friend,14.7639,250.30347826086958
23507,were,9.51955,235.17434782608697
23508,agents,14.1219,350.0986956521739
23509,for,7.05085,347.62304347826085
23510,the,2.94963,272.574347826087
23511,California,10.9228,286.45695652173913
23513,Food,14.9079,341.9447826086957
23514,and,2.05913,267.6091304347826
23515,Drug,0.34293,284.04869565217393
23518,And,6.26392,321.7926086956522
23519,she,7.6867,271.4634782608696
23520,felt,14.0314,273.2826086956522
23521,amply,17.7813,263.49652173913046
23522,rewarded,17.4378,408.42
23523,for,7.45416,329.3334782608696
23524,her,9.63995,288.05
23525,suffering,15.1949,284.055652173913
23526,when,10.0301,306.3752173913044
23527,the,2.68845,278.3434782608696
23528,evidence,11.7564,267.7526086956522
23529,of,2.48988,306.9130434782609
23531,quack,17.3968,295.32260869565215
23533,gathered,15.1246,437.1852173913044
23534,by,8.09942,342.41217391304343
23535,the,2.89443,253.56478260869565
23536,tape,16.9962,253.55434782608697
23537,recorder,16.484,349.6717391304348
23538,under,10.4063,299.4317391304348
23539,her,12.364,290.77086956521737
23542,proved,14.3733,352.5278260869565
23543,adequate,14.8225,409.6421739130435
23544,in,6.76428,290.21
23545,court,9.87185,261.0482608695652
23546,for,7.1546,288.05782608695654
23548,Franklin,15.6093,292.83086956521737
23549,D.,14.0624,314.09608695652173
23551,The,2.68215,418.1204347826087
